lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,room_type_reserved,type_of_meal_plan,booking_status
196,0,794,5,12,3,3,1,0,0,1
7,2,2970,7,4,4,2,1,0,0,1
120,0,2750,9,28,3,3,0,3,0,1
29,1,3198,12,4,4,2,1,5,0,1
53,1,312,3,4,4,2,2,0,3,1
5,1,731,2,12,4,2,0,0,3,1
19,0,2775,12,30,4,1,0,3,0,1
90,1,2076,8,12,4,2,2,0,0,1
70,0,355,3,12,4,1,2,0,3,0
0,1,1918,6,22,4,2,0,0,3,1
19,0,403,12,5,4,1,2,0,0,1
8,0,731,12,9,2,2,0,0,0,1
13,0,292,11,29,2,1,0,0,0,1
43,1,1353,2,18,4,3,0,3,0,1
87,2,2288,12,16,4,2,0,3,0,1
6,0,1077,6,13,4,0,1,0,3,1
9,1,2420,4,27,4,3,0,0,0,1
125,0,2909,8,12,4,2,1,3,0,1
40,0,612,10,19,3,3,1,0,0,0
186,1,1152,7,19,4,5,0,0,0,0
24,1,2055,5,29,4,2,2,3,0,1
42,2,1047,11,2,4,1,0,0,3,1
103,0,2589,7,18,3,1,2,0,1,1
17,0,27,1,16,3,1,2,0,0,1
167,1,1450,8,8,4,3,1,0,0,0
114,1,2377,9,12,4,4,1,0,0,1
13,1,1375,12,8,4,1,0,3,0,1
65,1,1047,11,11,4,1,0,0,3,1
49,0,582,11,2,3,4,0,0,0,1
3,0,582,12,19,4,1,0,0,3,1
18,0,201,12,27,3,1,0,0,0,1
222,1,952,8,12,4,2,0,0,3,0
57,0,781,3,4,4,2,0,0,0,1
52,0,2626,5,11,4,3,0,3,0,0
113,0,937,6,30,3,3,1,0,0,0
2,2,3159,8,6,4,1,0,0,0,1
42,0,578,11,25,4,2,0,0,0,1
29,1,582,10,20,3,5,0,3,0,1
25,0,156,11,22,3,3,2,0,0,1
34,1,3083,10,8,4,1,2,3,0,0
20,0,937,10,27,3,1,0,0,3,1
65,1,1614,11,18,4,2,1,0,0,1
9,2,2866,8,14,4,0,2,0,3,1
21,0,2914,5,21,4,1,2,3,0,0
239,1,794,10,24,4,3,1,0,3,1
0,0,1047,8,10,4,2,0,0,3,1
148,2,2475,7,21,4,3,2,0,0,1
35,0,2713,10,2,4,2,2,3,0,1
0,0,292,3,28,2,0,1,0,0,1
12,0,1114,2,17,4,1,0,0,3,1
13,2,2393,2,6,4,1,2,0,0,1
26,0,3087,2,8,4,1,1,5,0,0
21,1,1119,12,6,4,5,2,0,0,1
156,1,1236,7,2,4,2,2,0,0,0
34,1,1386,3,3,4,3,2,3,0,1
164,1,2305,9,30,4,2,2,3,0,0
30,0,2821,3,31,4,3,0,0,0,0
11,1,1114,8,24,4,0,1,0,0,1
9,0,2226,6,12,4,1,2,0,0,0
33,0,232,1,25,2,1,1,0,0,0
259,0,1114,5,5,4,3,0,0,0,0
19,0,1302,6,20,2,1,1,0,0,1
87,1,794,10,23,3,1,2,0,0,1
145,0,423,4,29,4,4,2,0,0,1
2,0,1438,4,21,2,1,0,3,0,0
36,1,937,9,18,3,1,0,0,0,1
46,2,1900,7,8,4,1,0,0,0,1
48,1,1812,9,4,4,0,2,1,0,1
12,0,797,11,16,4,1,0,0,0,1
18,1,799,11,19,4,1,0,0,0,1
116,1,658,9,18,4,2,1,0,1,0
20,0,2109,9,19,2,2,1,0,0,1
1,0,1409,9,30,3,2,0,0,0,1
54,0,141,3,19,3,1,2,0,0,1
57,0,2687,4,17,4,5,2,3,1,0
36,2,2848,7,2,4,1,2,0,0,1
61,2,1812,9,1,4,3,1,0,0,1
2,0,1574,11,9,2,1,0,3,0,0
24,0,2007,10,3,4,2,1,0,3,0
107,1,2624,6,28,4,6,2,0,1,1
6,2,2580,12,30,4,2,0,0,0,1
37,1,2492,6,17,3,2,0,4,1,1
11,2,3221,5,28,4,1,0,3,0,1
6,0,800,8,23,4,0,1,0,3,1
10,0,1077,4,17,4,0,1,0,3,0
220,0,3098,9,17,3,1,2,0,1,0
151,0,435,1,19,3,2,0,0,0,1
13,0,3410,8,16,4,2,0,5,0,0
8,2,1114,8,26,4,4,0,0,0,1
18,0,3247,9,26,2,2,2,0,0,1
3,0,2056,8,17,4,2,1,0,0,1
69,2,2131,12,31,4,2,0,0,0,1
62,2,1085,10,8,4,3,1,0,0,1
30,0,2305,6,22,4,1,0,0,0,0
4,0,2005,9,26,3,1,1,0,0,1
4,1,0,12,16,1,2,0,0,0,1
55,2,1953,6,19,4,2,2,3,0,1
0,0,625,1,21,2,1,0,0,0,1
223,1,1200,9,29,4,3,1,0,0,1
47,2,1286,10,20,4,4,0,0,0,1
91,1,900,4,3,4,4,2,0,0,1
443,0,292,4,29,4,1,0,0,0,0
77,3,576,11,17,4,3,1,0,3,1
114,0,497,8,22,3,3,1,0,0,1
4,0,0,4,30,4,0,0,0,0,1
54,0,774,3,28,4,1,1,0,3,0
65,0,268,3,13,4,2,2,0,3,1
40,0,1477,8,28,4,5,2,0,0,1
60,0,606,6,21,3,3,0,0,0,1
49,1,2537,6,4,4,1,1,3,0,1
80,0,497,3,29,4,4,0,0,3,1
254,0,1481,9,29,4,3,1,0,0,0
59,0,201,2,4,3,3,0,0,0,1
9,0,129,3,2,2,2,0,0,0,0
14,1,1429,10,30,3,2,1,3,0,1
22,1,2079,9,6,4,2,0,0,3,0
6,0,2393,10,29,3,1,0,0,0,1
0,0,2950,7,5,4,1,0,0,0,1
138,0,1286,8,22,3,1,2,0,1,0
20,2,1614,11,14,4,2,1,0,0,1
16,1,2775,12,30,4,2,0,3,0,1
100,1,1164,5,2,4,3,1,0,3,1
0,0,0,3,3,1,1,0,3,0,1
100,1,143,7,31,4,2,0,0,0,1
15,1,964,11,12,4,2,2,0,0,1
0,1,0,3,21,1,1,1,6,0,1
147,1,2246,6,2,3,3,0,0,0,0
2,0,3077,10,19,2,17,6,4,0,0
13,0,1189,10,31,4,4,1,0,3,0
0,0,292,9,21,2,1,1,0,0,1
164,0,1286,7,21,4,3,0,0,3,0
14,0,1471,10,15,3,2,0,0,0,1
295,1,751,12,29,4,3,0,0,3,0
217,2,1119,5,25,4,4,0,0,0,0
56,0,1058,11,14,4,5,1,0,0,0
47,1,1665,11,5,4,2,0,1,0,1
56,1,3344,8,6,4,1,1,5,0,1
101,2,794,5,17,3,3,0,0,0,1
12,1,2721,7,11,4,1,1,0,0,1
128,0,1114,11,19,4,1,1,0,0,0
88,0,1340,5,3,3,3,0,0,1,1
80,1,1353,6,23,4,1,0,0,0,1
0,1,522,12,5,4,1,1,1,0,1
71,2,373,11,28,4,3,1,0,0,1
5,1,1857,12,8,4,2,0,0,0,1
166,1,1353,6,26,4,0,1,0,0,1
39,2,1047,11,19,4,1,1,0,3,1
74,3,1085,9,15,4,2,0,0,0,1
19,0,2883,4,13,4,1,0,0,3,1
112,2,1659,7,18,4,2,1,0,0,1
11,2,1114,8,28,4,1,0,0,0,1
34,0,952,9,18,3,0,1,0,0,1
143,0,662,4,22,4,2,0,0,0,1
56,1,3386,8,13,4,1,2,5,0,1
47,1,525,3,30,4,3,0,0,0,1
308,2,706,11,23,4,3,0,0,3,0
94,0,497,11,17,4,1,0,0,0,0
53,2,2225,9,1,4,3,0,3,0,1
40,1,2942,10,2,4,0,1,3,0,1
267,1,2353,10,26,4,3,0,3,0,0
2,1,2640,6,17,4,1,0,0,0,1
36,3,2956,5,1,4,2,2,3,0,1
17,1,1011,2,22,3,1,1,0,0,1
18,0,1682,4,10,4,0,2,0,3,0
187,2,2213,7,18,4,2,1,3,0,0
108,0,568,5,7,4,3,2,0,0,1
35,2,1353,10,20,4,4,0,0,0,1
2,0,1375,2,5,2,2,0,4,0,1
164,1,1755,9,17,4,3,2,3,0,0
120,2,1227,8,18,4,3,2,3,0,1
54,1,722,4,27,4,3,0,0,3,1
65,2,1936,10,26,4,2,0,0,0,1
35,0,220,2,11,4,3,1,0,0,1
19,0,937,3,9,4,3,0,0,3,0
15,1,2833,7,5,4,3,0,0,0,1
0,0,2602,8,23,4,1,0,0,3,1
20,1,1721,10,4,4,4,2,0,0,1
5,1,386,5,16,4,0,1,0,3,1
60,0,1414,12,29,4,5,0,0,0,1
65,1,2084,9,25,4,3,2,0,0,1
103,0,497,7,18,3,3,1,0,0,0
12,1,1471,2,20,3,2,2,0,0,1
1,2,800,8,7,4,1,0,0,3,1
1,0,770,1,19,3,3,0,0,0,1
90,0,554,3,7,4,4,1,0,0,0
131,2,633,8,5,4,2,0,0,3,1
73,0,2007,5,31,4,2,0,0,3,0
17,1,1047,11,17,4,1,0,0,3,1
160,0,1399,7,6,4,4,0,0,3,0
4,2,1682,8,19,4,2,0,0,0,1
0,0,2533,7,8,4,2,1,0,3,1
28,1,957,11,13,3,2,0,0,0,1
159,1,2466,7,22,4,5,2,0,1,0
327,0,0,9,9,4,4,2,0,1,1
31,2,1092,5,21,4,1,0,0,3,1
116,0,1128,2,28,3,5,3,0,0,1
23,3,2109,10,17,4,2,1,0,3,1
14,0,1886,2,4,2,3,0,6,0,1
4,1,2246,8,15,4,1,0,0,0,1
19,1,403,12,5,4,2,2,0,0,1
26,0,937,8,15,3,2,1,0,0,1
196,1,869,7,31,4,2,2,0,3,1
38,0,1121,3,23,4,2,0,0,3,1
70,2,737,12,8,4,1,0,0,3,1
5,0,292,11,14,2,0,1,0,0,1
289,0,0,10,17,4,1,0,0,0,0
108,0,662,4,28,4,1,0,3,0,1
1,0,2619,10,11,4,2,0,0,3,1
155,0,1594,7,18,4,1,1,0,3,0
210,0,2741,7,27,3,2,0,5,0,0
12,0,937,2,5,4,2,1,0,0,0
30,2,952,9,16,4,2,0,0,0,1
120,0,1297,4,5,4,4,0,4,0,1
119,0,3475,7,11,4,0,1,5,1,0
204,0,542,8,26,4,2,1,0,0,0
57,1,964,3,28,4,3,1,0,0,1
222,1,1569,10,2,4,3,2,0,0,0
5,1,260,1,24,4,1,2,3,0,1
3,0,763,2,7,3,3,2,0,1,1
51,0,1304,10,6,4,1,0,0,0,0
77,1,2000,4,18,4,2,1,3,0,1
29,1,2813,11,9,4,4,0,0,0,1
74,2,1050,12,2,4,2,1,0,3,1
19,1,109,3,27,3,1,2,0,1,1
5,0,1302,4,6,2,1,0,0,0,1
9,0,2928,6,8,4,2,0,3,0,1
12,0,582,1,15,4,1,0,0,3,1
2,1,1189,1,28,4,1,0,0,0,1
139,2,1234,2,11,3,3,0,3,0,1
2,2,1682,12,14,4,1,0,3,0,1
17,1,2848,12,29,4,3,1,0,0,1
7,0,1077,5,16,4,0,1,0,3,1
171,0,1085,8,2,4,5,0,0,3,0
5,0,2492,9,6,4,1,0,0,3,0
58,1,1548,10,31,4,1,1,0,0,1
114,0,582,7,1,4,2,1,0,0,0
36,0,489,11,26,3,1,2,0,0,1
80,1,371,11,24,3,3,0,0,0,1
165,2,2103,10,20,4,2,0,0,0,0
71,1,1678,4,6,4,4,0,3,0,1
10,0,1652,10,3,3,2,1,0,0,0
36,3,3096,10,9,4,2,2,3,0,1
24,0,2950,3,24,4,1,0,0,0,0
70,1,2288,11,1,4,4,0,3,0,0
63,0,1438,9,3,4,1,0,0,3,0
119,1,1958,8,13,4,2,2,0,0,1
24,0,195,2,25,3,3,1,0,0,1
7,0,371,2,29,2,1,1,0,0,1
3,1,335,2,18,4,1,0,0,0,1
49,0,201,11,9,3,3,1,3,0,1
110,1,2179,5,13,4,2,0,3,0,1
269,0,1682,11,21,2,2,1,4,0,0
2,1,3469,9,2,4,1,0,5,0,1
68,1,2547,10,10,4,2,1,0,0,1
19,0,3046,4,27,4,1,0,3,0,0
100,2,2405,6,28,4,1,0,0,0,0
63,2,1724,9,1,4,3,2,0,0,1
0,1,2896,9,21,4,3,1,3,0,1
1,0,1085,6,17,3,1,0,0,1,1
192,1,1286,8,9,4,3,0,0,0,0
104,1,1048,7,2,4,1,2,0,0,1
88,1,1630,10,25,4,2,0,3,0,1
4,0,195,3,15,3,5,0,0,3,1
146,1,1295,5,30,4,2,1,0,3,0
101,0,2459,5,25,4,4,0,3,0,1
345,2,706,12,20,4,2,0,0,0,0
56,0,952,5,9,3,3,1,0,0,1
67,0,491,3,26,3,1,2,0,0,0
6,2,1438,5,8,4,0,2,0,3,1
29,0,525,3,2,4,4,0,0,3,0
137,2,2055,12,24,4,3,2,0,1,1
234,0,794,8,31,4,4,0,0,3,0
47,0,201,11,14,3,1,2,3,0,1
33,0,272,1,25,2,2,1,0,0,1
41,2,2415,12,2,4,2,2,3,0,1
25,0,266,3,13,3,2,2,0,0,1
6,0,1076,3,22,4,5,0,0,3,1
21,0,1721,10,10,3,2,1,3,0,1
9,0,864,3,30,4,1,0,0,0,1
18,0,1377,6,13,4,0,1,3,0,1
239,0,2353,10,28,4,2,0,0,0,0
2,1,2602,8,31,4,3,0,0,0,1
24,0,129,12,4,3,2,0,0,0,1
66,0,180,7,11,4,1,2,0,0,1
62,2,2576,4,24,4,1,2,3,0,1
67,1,630,3,26,3,1,2,0,0,1
13,1,1979,8,1,4,0,1,0,0,1
95,3,1604,12,21,4,5,2,0,0,1
135,0,2576,8,2,4,2,0,3,0,0
65,1,371,7,1,4,4,0,0,0,0
0,0,1271,9,2,4,1,0,0,3,1
5,0,731,2,13,4,1,2,0,3,0
14,1,800,12,11,4,2,0,0,0,1
133,1,1447,4,29,4,2,1,0,0,1
3,1,2393,6,28,4,2,0,0,0,1
28,0,952,6,20,3,2,1,0,0,1
3,0,1077,4,17,4,1,2,0,3,0
74,1,1450,3,21,4,3,1,3,0,1
1,0,1953,9,13,4,0,1,0,3,1
79,1,2835,10,16,4,2,2,3,0,1
76,1,737,11,11,4,2,0,0,3,1
60,0,1023,3,10,4,3,0,3,0,0
68,0,2007,5,10,4,3,0,0,3,0
154,2,737,12,8,4,2,0,0,3,1
86,1,229,10,30,4,0,2,0,3,0
4,0,2717,5,20,3,1,0,4,0,1
1,2,1047,8,8,4,5,2,0,0,1
197,0,2973,12,21,3,4,1,0,1,1
54,3,3250,10,6,4,2,0,5,0,1
54,1,1302,10,29,3,1,2,0,0,1
11,1,1077,3,29,4,2,0,0,3,1
35,1,2720,8,1,4,0,1,0,0,1
52,0,268,3,9,4,4,0,0,3,0
156,1,2353,8,28,4,2,2,3,0,0
70,0,2177,8,31,4,2,0,0,0,0
5,0,770,12,18,3,2,2,0,0,1
147,1,2591,7,7,4,3,1,3,0,0
131,2,859,4,16,4,3,2,0,0,1
2,0,582,9,20,3,3,2,3,0,1
150,1,2099,8,28,4,3,2,0,0,1
31,2,1286,10,11,4,2,2,0,0,1
61,2,2177,5,13,4,2,1,0,0,1
1,1,1682,1,4,4,0,1,3,0,1
27,0,292,6,29,2,1,0,0,0,1
98,1,2177,7,15,4,2,1,0,0,1
55,2,2661,9,1,4,3,1,3,0,1
141,1,3014,9,23,4,2,0,3,0,1
39,2,1058,11,15,4,3,0,0,0,1
30,1,2537,9,15,4,2,0,0,0,0
86,0,1122,10,31,4,3,1,0,0,0
182,1,2136,10,12,4,1,0,0,0,0
37,0,2821,4,3,4,0,2,0,0,0
10,1,1971,9,7,4,1,0,0,0,1
53,1,902,3,15,4,5,2,0,0,1
12,2,2499,7,19,4,3,0,0,0,1
63,0,2166,7,27,4,4,0,3,0,0
18,1,2362,9,26,4,0,1,0,3,0
87,1,850,3,30,4,4,1,0,0,1
183,1,1415,7,4,4,3,1,0,3,0
179,2,1724,10,28,4,3,2,0,0,0
15,0,731,2,12,4,2,0,0,3,0
2,1,2136,10,1,4,1,0,0,0,1
32,2,2251,9,16,4,2,2,1,0,1
14,1,2773,2,21,4,2,2,5,0,1
65,1,2316,8,4,4,1,0,1,0,1
161,0,2393,3,25,4,2,1,0,1,0
110,0,3250,10,14,4,2,0,5,0,0
0,1,1302,11,6,4,1,0,0,0,1
85,2,1958,7,2,4,1,1,0,0,1
42,0,2076,4,2,4,1,0,0,0,1
188,0,1659,8,13,4,1,1,0,0,0
14,1,860,2,3,4,3,0,3,0,1
4,1,1682,8,21,4,2,0,0,0,1
65,1,610,10,27,4,1,0,0,0,1
179,1,1782,10,1,4,1,2,0,0,0
30,1,3085,9,18,2,3,2,4,0,0
83,1,1353,4,25,4,2,1,0,0,1
59,1,1652,4,4,3,3,1,0,0,1
7,0,479,1,8,4,3,2,0,0,1
67,1,737,11,21,4,1,1,0,0,1
51,0,292,5,22,2,0,1,0,0,1
78,1,422,4,4,4,2,1,0,0,1
26,1,1077,4,11,4,0,1,0,3,1
14,2,2539,10,26,4,1,1,3,0,1
4,1,2490,11,20,4,0,1,5,0,1
35,2,1340,11,15,4,3,0,0,0,1
47,1,2243,4,28,4,3,1,0,0,1
4,0,292,11,30,2,0,1,0,0,1
3,1,731,11,2,2,2,1,0,0,1
3,2,1918,6,26,4,0,2,0,3,1
1,0,770,8,8,4,1,0,0,0,1
14,1,1429,10,30,3,2,1,3,0,1
1,0,770,11,27,3,2,1,0,0,1
17,1,2045,10,7,4,2,2,0,0,1
57,0,971,6,10,3,1,0,0,1,1
34,1,463,3,14,4,3,1,0,3,1
103,1,924,4,5,4,4,0,0,0,1
39,0,1724,7,1,4,2,0,0,3,1
0,0,1953,9,9,2,1,0,0,0,1
21,1,1399,12,3,4,5,2,3,0,1
109,0,1399,7,13,3,4,2,0,1,1
101,0,770,10,13,3,3,0,0,0,1
97,1,2076,8,8,4,4,1,0,0,1
2,1,2109,7,24,4,0,1,0,3,1
0,0,1871,8,11,4,1,0,0,0,1
17,1,2796,3,30,4,3,0,0,0,1
23,2,2982,9,24,4,2,2,3,0,1
55,0,201,11,22,3,1,2,3,0,1
72,1,2153,6,22,4,2,0,0,0,1
67,1,1084,3,26,3,1,0,0,0,1
338,0,1023,12,15,4,3,0,3,0,0
44,0,2181,4,30,4,2,2,0,0,1
32,1,1353,10,19,4,2,1,0,0,1
3,0,2085,7,11,2,2,1,0,0,1
30,1,2268,8,15,4,5,2,0,3,1
5,0,1286,8,15,3,1,2,0,1,1
4,1,2334,3,21,4,2,1,0,0,1
29,1,1479,3,10,4,3,2,0,0,1
34,1,706,1,16,4,1,2,0,0,1
89,1,371,7,6,4,4,1,0,0,0
93,1,1286,7,12,4,2,0,0,3,1
67,1,160,3,5,4,1,1,0,0,1
249,0,2133,10,2,4,3,2,0,0,0
100,0,1492,11,13,4,2,2,3,0,0
101,0,371,7,9,3,2,2,0,0,0
70,0,3223,4,20,4,1,0,5,0,0
33,1,1553,2,26,4,2,1,0,0,1
54,3,2092,11,5,4,1,2,0,3,1
52,1,2157,12,3,4,3,2,0,1,1
57,2,737,11,17,4,3,0,0,3,1
10,1,937,9,5,3,1,0,0,0,1
0,0,815,6,17,4,1,0,0,3,1
4,3,3490,7,8,4,2,1,6,0,1
16,1,2520,3,9,4,3,0,0,1,1
2,1,1077,5,16,4,0,1,0,3,1
5,1,1438,1,11,4,2,1,3,0,1
59,1,964,3,28,4,3,1,0,0,1
107,2,3240,7,13,4,4,0,3,1,1
75,0,422,3,14,4,2,1,1,0,1
0,0,2640,3,24,4,1,0,0,0,1
178,0,1353,8,25,4,3,0,0,0,0
18,0,702,10,3,4,5,2,0,3,1
221,1,292,10,17,3,1,2,0,0,1
165,1,1594,7,10,4,0,1,0,3,0
20,1,420,1,24,4,2,2,0,3,1
81,1,2803,9,8,4,3,0,3,0,0
0,0,1302,10,17,2,1,1,0,0,1
35,1,2319,9,5,4,3,1,0,0,1
79,1,3104,6,29,4,3,0,0,1,1
56,0,2007,5,13,4,2,0,0,3,0
35,1,2848,8,9,4,1,0,0,0,1
103,0,2267,12,31,3,2,2,0,0,1
41,1,1468,4,19,4,1,0,0,0,1
57,0,1527,9,21,3,2,0,0,0,1
133,0,1994,11,27,4,3,2,3,0,0
38,0,1630,3,19,4,1,2,3,0,1
8,1,2286,12,29,4,3,2,3,0,1
16,1,2580,9,8,4,1,0,0,0,1
49,2,576,11,13,4,3,2,0,3,1
1,1,731,2,12,4,2,0,0,3,1
22,0,345,10,13,2,1,0,0,0,1
0,0,2362,6,20,4,0,1,0,3,1
250,0,1152,10,28,4,2,2,0,0,0
42,1,3168,3,20,4,2,2,3,1,1
49,1,348,3,9,4,1,0,3,0,1
40,3,2875,8,27,4,1,2,3,0,1
0,1,1721,10,31,4,1,0,0,0,1
7,0,3064,5,18,3,1,0,4,3,1
37,1,290,3,23,3,4,0,0,3,1
41,0,441,3,13,2,1,2,0,0,1
83,1,3050,6,14,4,1,0,3,0,1
0,0,115,1,10,4,0,1,0,3,1
30,0,2201,6,19,4,1,2,3,0,0
17,0,706,1,23,4,1,0,0,0,1
68,0,2459,5,21,4,3,2,3,0,0
40,0,2311,8,28,4,5,2,0,0,1
59,1,2163,9,2,4,3,2,3,0,0
63,1,1085,10,10,4,1,1,0,0,1
21,0,937,10,25,3,3,0,0,3,1
11,2,2896,10,9,4,1,0,3,0,1
43,1,1751,10,3,4,0,1,0,3,0
21,0,904,7,5,2,1,0,0,0,1
109,0,1487,8,5,4,2,1,0,3,0
35,0,830,3,13,4,1,2,0,0,1
206,1,1900,10,24,4,2,1,0,0,0
74,3,2576,7,13,4,4,0,3,0,1
54,1,1340,11,11,4,2,1,0,0,1
29,0,1113,3,4,4,2,1,0,0,1
94,1,2109,12,23,4,2,2,3,0,1
148,0,1151,8,22,4,4,1,0,3,0
21,1,2223,11,10,4,1,0,0,3,1
110,0,1914,9,20,3,3,0,3,0,1
1,0,2640,6,20,4,0,1,0,0,1
17,1,1343,1,1,4,2,1,1,0,1
37,1,781,2,10,4,4,1,0,0,1
214,1,1488,8,18,4,6,2,3,0,0
7,2,731,2,21,4,0,2,0,3,1
0,0,30,9,28,2,0,1,0,0,1
17,1,569,9,14,4,3,1,3,0,1
229,0,952,9,3,4,1,0,0,3,0
75,2,497,11,15,4,0,1,0,0,1
0,0,2136,10,12,3,1,0,0,0,1
26,1,1058,11,16,4,4,0,0,0,1
15,0,1785,5,31,4,3,0,0,3,0
78,1,1787,3,23,3,4,0,0,1,1
9,2,2557,8,23,4,2,0,0,3,1
1,1,1375,3,15,4,1,0,0,3,1
24,0,1724,9,26,4,1,1,0,3,0
93,1,2305,6,20,4,1,1,0,0,1
0,0,0,6,24,4,2,0,0,0,1
22,0,2575,5,1,4,1,2,0,0,0
35,0,2103,4,22,4,2,2,3,0,0
148,0,472,4,29,4,7,2,0,0,1
116,0,1659,5,5,4,3,0,0,0,0
78,0,2268,9,10,4,1,1,0,3,0
32,0,345,7,4,2,1,1,0,0,1
130,0,909,4,18,4,3,1,0,0,1
99,1,2103,10,16,4,1,2,0,0,0
2,1,1543,1,27,4,1,0,0,0,1
33,1,1302,1,25,2,1,1,0,0,1
124,3,2742,11,6,4,2,2,0,0,1
114,1,1710,4,30,4,5,2,3,0,0
172,1,732,7,4,4,4,1,0,0,1
43,0,3058,7,14,4,1,0,3,0,0
103,0,774,10,31,4,0,1,0,3,1
7,0,833,2,19,3,2,1,0,0,1
10,1,266,3,10,3,3,1,0,0,1
38,0,137,1,15,4,2,1,0,0,1
4,1,1438,4,2,4,1,0,0,3,1
196,0,952,8,6,4,1,1,0,3,0
20,1,1825,5,29,4,3,2,0,0,1
73,0,2821,7,4,4,4,1,3,0,0
115,2,2377,9,6,4,8,2,0,0,1
27,1,1722,9,24,4,1,0,3,0,1
128,0,2579,8,24,4,4,1,5,0,0
119,0,1819,6,7,3,2,0,0,0,1
159,1,292,4,9,3,1,1,0,0,1
183,0,1409,10,11,4,1,0,0,3,0
99,2,2576,5,1,4,1,2,0,0,1
153,2,3223,8,20,4,1,2,5,0,0
31,0,582,10,26,3,2,1,3,0,1
0,0,2601,9,27,4,1,0,0,0,1
88,0,165,3,12,3,1,1,0,0,1
81,0,2453,10,8,4,3,2,3,0,0
123,2,2609,8,11,4,3,0,0,0,0
46,0,988,12,7,4,3,0,0,0,0
61,1,1369,12,7,4,4,0,3,0,1
34,0,2848,7,29,4,1,0,0,0,1
53,1,2803,5,13,4,2,1,3,0,1
170,2,1782,10,3,4,3,1,0,0,0
29,0,320,2,9,3,3,0,0,0,1
228,1,2105,8,16,4,3,0,0,0,0
7,1,99,12,15,4,1,0,0,3,1
60,1,2537,8,13,4,1,2,0,0,1
1,0,3293,9,22,3,2,0,3,0,1
55,0,497,10,23,3,3,2,0,3,1
130,1,1659,5,5,4,3,0,0,0,0
91,2,2329,7,16,4,1,2,3,0,1
77,0,1421,6,28,4,1,0,3,0,0
268,0,698,4,8,3,3,2,0,0,1
19,0,1497,5,30,4,3,1,0,0,1
4,0,3293,2,6,4,1,2,5,1,1
13,0,2444,12,2,4,4,2,3,0,1
61,0,645,4,11,4,3,1,0,0,0
84,0,1450,3,24,4,3,1,3,0,1
164,0,1478,10,24,4,2,1,0,0,0
59,0,737,11,23,4,3,0,0,3,0
52,1,3261,10,28,4,2,1,6,0,1
71,0,3196,10,22,3,1,1,3,1,1
60,0,69,9,21,3,1,1,0,0,0
36,1,1058,12,18,4,2,2,0,0,1
110,1,1007,9,14,4,4,0,0,3,1
258,0,1481,10,2,4,5,2,0,0,0
1,0,582,9,22,3,3,0,3,0,1
110,1,1413,7,23,3,1,0,1,1,1
204,0,513,10,9,3,2,2,0,0,1
22,0,582,9,16,2,2,0,0,0,1
4,1,1206,12,26,4,5,2,3,0,1
6,1,3033,8,5,4,2,0,3,0,1
21,0,345,11,21,2,0,1,0,0,1
77,1,106,3,25,3,2,0,0,3,1
19,2,3229,7,3,4,2,2,3,0,1
230,0,1594,10,7,4,2,0,0,0,0
1,2,1189,2,3,4,2,0,0,0,1
0,1,0,9,20,1,3,2,0,0,1
3,0,800,2,25,3,3,0,0,0,1
3,0,833,2,14,3,1,2,0,0,1
8,0,1309,9,11,4,0,2,0,3,1
1,0,1155,2,13,4,1,1,0,0,1
3,0,2976,6,11,4,1,0,5,0,1
35,0,2268,7,25,4,0,1,0,3,0
1,0,3292,7,7,4,1,0,3,0,1
6,3,420,1,12,4,2,0,0,3,1
80,2,2430,8,27,4,1,1,0,0,1
21,0,1302,4,28,3,1,0,0,0,1
1,1,1302,3,27,4,0,1,0,0,1
135,1,2909,8,9,4,3,0,3,0,1
4,0,1302,9,13,3,3,0,0,0,1
189,0,497,8,8,3,3,1,0,0,1
15,1,1934,12,4,4,2,2,0,0,1
110,1,1630,10,28,4,2,1,3,0,1
3,0,292,10,27,2,1,0,0,0,1
3,2,2200,5,13,4,4,2,0,3,1
164,0,1979,10,16,3,0,1,0,0,0
175,0,2305,9,11,4,0,1,0,0,0
44,1,952,9,17,4,2,0,0,0,1
74,0,952,4,8,4,1,0,0,3,0
2,1,1340,8,30,4,0,1,0,0,1
30,2,2268,9,15,4,1,0,0,3,1
97,2,391,10,19,4,2,1,1,0,1
5,0,3420,8,4,4,3,1,4,1,0
123,1,2103,9,5,4,3,1,0,3,0
8,0,241,11,21,3,5,2,3,0,1
109,1,695,4,20,4,4,1,0,0,1
83,0,582,12,18,3,0,2,0,0,1
13,1,937,3,20,3,0,1,0,0,1
114,0,644,7,11,4,1,2,0,0,0
1,2,3337,12,30,4,4,0,5,0,1
162,0,1353,8,27,4,1,0,0,0,0
110,0,516,4,20,4,2,0,0,0,1
18,0,1011,2,21,3,2,2,0,0,1
19,1,212,3,14,4,2,1,0,3,1
93,1,2459,5,19,4,4,2,3,0,1
27,1,2138,5,18,4,1,0,3,0,1
221,0,770,8,12,3,1,0,0,0,0
3,0,1721,3,4,4,2,0,0,0,1
13,0,731,7,11,2,1,1,0,0,1
43,3,1353,10,29,4,3,0,0,0,1
56,0,1931,6,8,4,2,0,0,0,0
8,0,189,1,8,4,3,2,0,0,1
127,3,1114,12,22,4,2,0,0,0,1
15,0,937,2,12,4,2,0,0,0,0
29,1,320,12,6,3,1,2,0,3,1
0,0,794,4,10,3,3,2,0,0,1
